3A3A130313011302CCA9CCA8C02BC02FC02CC030C013C014009C009D002F0035000A_0;10;11;13;16;18;21;23;23130;35;43;45;5;51;65281;6682 A7AB02CFA39AD18E5542713B0A43C709A816FCEB
ABDE0C7A533207BC28F79F4EAD75F600D55B6388 00040005000A00090064006200030006001300120063_None
B2AF672899A1DE8AC553C734918F632821EBA787 C02BC02FC00AC009C013C014003300320039002F0035000A_0;10;11;13;13172;16;35;5;65281
2B17DC3E796A13618FFDC72AD8947850FEECDD06 C030C02CC028C024C014C00A00A500A300A1009F006B006A0069006800390038003700360088008700860085C032C02EC02AC026C00FC005009D003D00350084008DC02FC02BC027C023C013C00900A400A200A0009E00670040003F003E0033003200310030009A0099009800970045004400430042C031C02DC029C025C00EC004009C003C002F00960041008CC011C007C00CC00200050004008A00FF_0;10;11;13;15;21;35
200DC0565A706EF0ABC774FD5CD13244E5D770FD C030C02CC028C024C014C00A00A500A300A1009F006B006A0069006800390038003700360088008700860085C032C02EC02AC026C00FC005009D003D00350084C02FC02BC027C023C013C00900A400A200A0009E00670040003F003E0033003200310030009A0099009800970045004400430042C031C02DC029C025C00EC004009C003C002F009600410007C011C007C00CC00200050004C012C008001600130010000DC00DC003000A00FF_0;10;11;13;15;16;35
200DC0565A706EF0ABC774FD5CD13244E5D770FD C030C02CC028C024C014C00A00A500A300A1009F006B006A0069006800390038003700360088008700860085C032C02EC02AC026C00FC005009D003D00350084C02FC02BC027C023C013C00900A400A200A0009E00670040003F003E0033003200310030009A0099009800970045004400430042C031C02DC029C025C00EC004009C003C002F00960041C011C007C00CC00200050004C012C008001600130010000DC00DC003000A00FF_0;10;11;13;15;16;35
1351F54CC7C0E0DA1A96988A02C7CF7E14935764 00040005000A00090064006200030006001300120063_None
8274ED1133A1D24365E34C2F71BDE0C29F772D2B 002F00350005000AC013C014C009C00A0032003800130004_10;11;5;65281
871137A0C8148AD379DB58E525C30BD74D23E88A C02CC02BC030C02F009F009EC024C023C028C027C00AC009C014C01300390033009D009C003D003C0035002F000A006A0040003800320013_0;10;11;13;23;35;65281
79C7D3013DBFAAB869086D36C92835FC0003C5F7 00040005000A00090064006200030006001300120063_None
CACA130113021303C02BC02FC02CC030CCA9CCA8C013C014009C009D002F0035000A_0;10;11;13;16;18;21;23;30032;35;43;43690;45;47802;5;51;65281 D6AAF8CFA0E0236547FC2A894F895EC94724A60D
